"FDR"	"mz_ml_files/A1"	"mz_ml_files/A2"	"mz_ml_files/A3"	"mz_ml_files/B1"	"mz_ml_files/B2"	"mz_ml_files/B3"	"mz_ml_files/C1"	"mz_ml_files/C2"	"mz_ml_files/C3"	"mz_ml_files/D1"	"mz_ml_files/D2"	"mz_ml_files/D3"
"HPRR1950385"	4.0905707e-05	0.00011954727	6.1423627e-05	1.0	0.94727278	1.0	0.00069441833	0.00036093866	0.063143753	1.0	1.0	1.0
"HPRR1950679"	0.045147866	0.0034258782	0.0079334378	0.94127899	0.94748712	1.0	0.0079869749	0.0013347712	0.0010820227	1.0	0.54596347	0.76474154
"HPRR4320059"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320058"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320057"	0.90373224	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320056"	0.97964299	0.96870989	1.0	0.97713053	1.0	0.96719337	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320055"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320054"	1.0	1.0	1.0	1.0	1.0	0.82825899	1.0	0.86429924	1.0	1.0	1.0	1.0
"HPRR4320053"	0.98346704	0.95042574	0.9966653	0.97713053	0.94727278	1.0	0.98019755	0.89564812	0.87534308	1.0	1.0	1.0
"HPRR4320052"	1.0	0.84015995	0.98840255	0.9767465	1.0	1.0	0.93822026	0.93717283	0.98022461	1.0	1.0	1.0
"HPRR4320051"	0.99234176	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320050"	1.0	1.0	1.0	0.95927978	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320277"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320276"	0.85780662	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320275"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320274"	0.61889243	0.56349504	0.9966653	0.97713053	0.94727278	1.0	1.0	0.93365949	0.47402284	0.89630216	1.0	1.0
"HPRR4320273"	0.84623951	0.89579332	1.0	0.97656518	1.0	1.0	1.0	1.0	1.0	1.0	0.90586871	0.94849807
"HPRR4320272"	1.0	1.0	1.0	0.97713053	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320271"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320270"	0.98388445	0.95396006	0.9966653	0.97713053	1.0	1.0	0.99612296	0.97600651	1.0	1.0	1.0	1.0
"HPRR4320279"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320278"	1.0	0.96870989	0.9966653	0.97196001	0.94727278	1.0	0.99240619	1.0	1.0	1.0	1.0	1.0
"HPRR4350028"	0.0049386821	0.0018893844	0.0039251484	0.010721805	0.0063847098	0.0046233791	0.0032406715	0.0027750987	0.00089684204	1.0	1.0	1.0
"HPRR2110442"	1.0411154e-05	2.1529098e-05	6.0027364e-06	3.2172698e-05	0.00018851364	0.0013032521	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1951385"	1.0	1.0	0.9966653	1.0	1.0	1.0	0.98019838	0.76663446	0.99179858	1.0	1.0	1.0
"HPRR2320218"	0.037846684	0.019018948	0.012051103	1.0	1.0	1.0	0.0027550291	0.0054667462	0.0072952998	1.0	1.0	1.0
"HPRR4320309"	0.96821404	0.96870989	0.99646658	0.97713053	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320308"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320303"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320302"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320301"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320300"	1.0	1.0	1.0	1.0	0.94758081	1.0	0.98186964	1.0	1.0	1.0	1.0	1.0
"HPRR4320307"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	0.81076401	0.98756212	1.0	1.0	1.0
"HPRR4320306"	1.0	1.0	1.0	0.97712612	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320305"	1.0	1.0	0.99378473	1.0	0.94727278	1.0	1.0	0.97980177	0.99179858	1.0	1.0	1.0
"HPRR4320304"	0.9796167	0.92048824	0.93481427	0.93567973	0.94727278	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4310061"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3730250"	0.00025381788	0.001797437	0.0005431326	0.97713053	0.015812982	0.005450136	0.90380621	1.0	0.99179858	1.0	0.018956125	1.0
"HPRR4000204"	0.93906111	0.96501905	0.9965018	0.81331033	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	0.56653059
"HPRR4190087"	1.0	1.0	0.038371611	0.02713339	0.05346578	0.20846552	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2210058"	0.012172779	1.0	0.027042445	0.00027538894	0.0080592716	1.0	0.0021885806	0.0013160064	0.00057227234	1.0	1.0	1.0
"HPRR232684"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4190863"	6.4354506e-05	3.2973778e-05	2.2786031e-05	3.9189123e-05	6.5451539e-05	4.1095729e-05	3.1903048e-05	0.00011907515	2.084591e-06	1.0	1.0	1.0
"HPRR3000481"	9.9179117e-05	0.89740139	0.00019595675	0.96619016	0.94727278	0.94874227	3.4534893e-05	0.85118496	1.0347495e-05	0.89658314	0.96433985	1.0
"HPRR2620054"	0.0026792774	0.00097344251	0.65202379	1.0	0.94727278	1.0	0.00089738017	0.89154166	0.00067002879	1.0	1.0	1.0
"HPRR4320622"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290968"	1.0	1.0	0.9966653	1.0	1.0	0.96924508	1.0	0.95829248	1.0	1.0	1.0	1.0
"HPRR4290967"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290966"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290965"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290964"	1.0	0.96568835	1.0	1.0	0.94727278	1.0	1.0	0.99405515	1.0	1.0	1.0	1.0
"HPRR4290963"	1.0	1.0	1.0	0.97690219	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290962"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290960"	1.0	0.9427765	1.0	1.0	0.97445881	0.96924508	1.0	0.98454285	1.0	1.0	1.0	1.0
"HPRR3830287"	0.003284747	0.0016979645	0.00092752086	0.0018088327	0.0024590648	0.0035387112	0.0034764709	0.0037329921	0.0028517086	1.0	1.0	1.0
"HPRR2250253"	0.89245087	0.96870989	0.99516493	1.6234261e-06	0.94727278	0.93310523	0.72228789	0.97432488	0.93700999	1.0	1.0	1.0
"HPRR4440122"	2.8588291e-05	0.03123581	0.01562633	0.0024184345	0.051799785	5.0082734e-05	0.68248487	0.87638444	0.98839849	1.0	1.0	1.0
"HPRR4530051"	1.0	1.0	1.0	1.0	0.94727278	1.1647986e-06	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320579"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290148"	0.0029867366	0.0023155899	0.018140005	0.0014074484	0.002466649	0.0071522975	0.001062307	0.00070424157	0.0012349585	1.0	0.0098366169	0.91972816
"HPRR4120251"	0.00023026843	7.0185335e-05	0.00048904022	0.00034147641	0.00019590756	0.00022831913	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340028"	0.81151444	1.0	1.0	1.0	0.94727278	0.96924508	0.76798987	1.0	0.99179858	1.0	1.0	1.0
"HPRR4340029"	1.0	1.0	0.94919032	0.0010884171	0.0061390204	0.0034023798	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340024"	1.0	1.0	1.0	0.96447599	1.0	1.0	1.0	0.97341269	0.99179858	1.0	1.0	1.0
"HPRR4340025"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.41627133	1.0
"HPRR4340026"	1.0	0.95934629	0.9966653	1.0	1.0	1.0	1.0	0.97168243	1.0	1.0	1.0	1.0
"HPRR4340027"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	0.70008749	1.0
"HPRR4340020"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340021"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.93987852
"HPRR4340022"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340023"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2050313"	0.00023696452	0.00096333731	0.00033891905	2.6154446e-05	0.010286328	0.0041059516	0.0015719598	0.00080194458	0.00064603315	1.0	3.0841064e-05	0.86505997
"HPRR4320688"	0.58101845	0.51007551	1.0	1.0	0.94727278	0.96924508	1.0	1.0	0.8610009	1.0	1.0	1.0
"HPRR4320689"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320686"	0.33478254	0.77711606	0.906784	0.40827391	0.94727278	0.82907569	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320687"	0.99953586	1.0	0.9966653	0.97713053	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320684"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320685"	0.94373977	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320682"	0.92190325	1.0	1.0	0.88711989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320683"	1.0	1.0	1.0	0.97168106	1.0	1.0	1.0	0.92838931	0.42757028	0.5956412	1.0	1.0
"HPRR4320680"	1.0	0.96870911	0.9966653	1.0	0.94727278	1.0	1.0	1.0	1.0	0.92013925	1.0	0.94895941
"HPRR4320681"	1.0	0.96753085	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320462"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.48571819	0.62107342	0.93763155
"HPRR4320463"	1.0	0.96834719	1.0	0.24281241	1.0	1.0	1.0	0.98584574	1.0	1.0	1.0	1.0
"HPRR4320460"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.73060739	1.0	1.0
"HPRR4320461"	1.0	1.0	1.0	1.0	0.9128024	0.96924508	1.0	0.97561455	1.0	1.0	1.0	0.92943913
"HPRR4320466"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320467"	1.0	1.0	1.0	0.97215962	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.95153588
"HPRR4320464"	1.0	0.96724921	0.99664146	0.97713053	0.94888246	0.96084285	1.0	0.96087271	1.0	1.0	1.0	1.0
"HPRR4320465"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.36044326
"HPRR4320468"	0.41986266	0.9687084	0.9966653	0.44434509	0.3213343	0.96924508	1.0	0.90850663	0.96744299	1.0	1.0	1.0
"HPRR4320469"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1450073"	0.0049723145	0.0062628337	0.024387918	1.0	1.0	1.0	0.0020648215	0.020710057	0.00099838711	1.0	1.0	1.0
"HPRR4320048"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320049"	1.0	1.0	1.0	1.0	1.0	1.0	0.79012465	1.0	0.75768012	0.87297505	0.8177793	0.90472662
"HPRR4320044"	1.0	0.95908976	0.66957414	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320045"	0.99980497	0.49009129	0.9966653	1.0	0.60531157	1.0	0.49423295	0.971434	0.99179858	0.98917943	1.0	0.9962039
"HPRR4320046"	1.0	1.0	0.99167019	1.0	0.94727278	0.96924508	0.87979376	0.9556824	0.82682759	0.74407864	0.92820847	1.0
"HPRR4320047"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97271407	0.99179858	1.0	0.95417166	1.0
"HPRR4320040"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320041"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320042"	0.86918354	1.0	0.99531919	0.97713053	1.0	1.0	0.83369768	1.0	0.69024783	1.0	1.0	0.8547473
"HPRR4320043"	0.94086969	1.0	1.0	1.0	0.94727278	1.0	1.0	0.9890148	1.0	1.0	0.99828351	1.0
"HPRR4320264"	1.0	0.93959576	0.9966653	0.97713053	0.94727278	0.96924508	1.0	0.98615205	1.0	1.0	1.0	1.0
"HPRR4320265"	1.0	1.0	0.9966653	0.97710139	1.0	1.0	0.72320282	1.0	0.96996582	1.0	0.54746032	1.0
"HPRR4320266"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320267"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320260"	0.92959267	0.95682621	1.0	1.0	1.0	0.93635941	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320261"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320262"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320263"	0.98215622	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2090043"	0.0024446934	0.96870989	1.603794e-05	0.41065148	0.24831602	0.40413243	4.5656943e-06	3.4088501e-07	1.5343396e-05	1.0	1.0	0.95442736
"HPRR4320268"	1.0	0.96870989	1.0	1.0	1.0	1.0	0.98439372	1.0	1.0	1.0	1.0	1.0
"HPRR4320269"	0.99419993	0.90584558	0.9966653	1.0	0.94727278	0.96924508	0.84482092	0.97073102	0.98467106	1.0	1.0	1.0
"HPRR4420016"	0.40006176	0.47831905	0.35060436	0.4973883	0.39304438	0.49287909	0.8177067	1.0	0.42064223	1.0	1.0	1.0
"HPRR4320318"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320319"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.58232039	1.0
"HPRR4320310"	0.94923937	0.96870989	0.9966653	0.96716785	0.94727278	0.96917582	1.0	0.94913846	0.76556784	1.0	1.0	1.0
"HPRR4320311"	1.0	0.95352489	1.0	1.0	0.94727278	1.0	1.0	0.33303317	1.0	1.0	1.0	1.0
"HPRR4320312"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320313"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320314"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320315"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320316"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98978698	1.0	1.0	1.0
"HPRR3970058"	0.00075335591	0.00081027241	0.00023733669	7.1226321e-05	0.017483372	0.0014332024	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3870348"	0.00032154765	0.00012404767	0.00038420953	6.5170498e-05	0.00013344524	0.001036446	1.0	0.95975238	1.0	1.0	1.0	0.90939987
"HPRR4110252"	0.99516535	0.041723505	0.9966653	0.014053004	0.068343543	0.024702519	1.0	1.0	1.0	0.79070872	1.0	1.0
"HPRR4420307"	0.0065848087	1.0	0.0083245104	1.0	0.0050957794	0.0023854384	0.0020402363	0.0021262055	0.0035838298	1.0	1.0	1.0
"HPRR4540014"	1.0	1.7425861e-06	1.5963455e-07	1.0	5.6517993e-06	1.0	0.99291819	0.88729644	0.99178779	0.54572725	1.0	1.0
"HPRR140662"	0.0094434386	0.0068326443	0.0034311402	1.0	1.0	1.0	0.17528059	0.044460617	0.13881533	1.0	1.0	1.0
"HPRR280081"	0.40051353	0.45369992	0.20759226	0.30437797	0.23790297	0.30529571	0.20205429	0.27802172	0.25675306	1.0	1.0	1.0
"HPRR4000109"	1.0	0.070952691	0.0065633464	0.72378099	0.0034845143	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2110192"	0.0040573506	0.10754578	0.099911004	1.0	1.0	0.96924508	0.00022981643	0.00039429512	0.00039328905	1.0	1.0	1.0
"HPRR4291007"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291006"	0.97924495	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291005"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.96602774	1.0	1.0	1.0	1.0
"HPRR4290978"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291001"	0.91969621	1.0	0.9966653	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290976"	3.734531e-06	0.59879303	3.3736969e-06	0.97713053	1.844625e-06	0.96924508	0.20845307	1.0	1.9069719e-07	1.0	1.0	1.0
"HPRR4291000"	1.0	1.0	1.0	0.97713053	0.94727278	0.96924508	1.0	0.96964496	1.0	1.0	1.0	1.0
"HPRR4290970"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290971"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290973"	1.0	1.0	1.0	0.97214973	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1952500"	0.18454492	0.28798598	0.15425001	0.88668847	0.96387357	0.96924508	0.24507791	0.3779102	0.26292673	1.0	1.0	1.0
"HPRR3770043"	0.00069999928	0.0031670853	0.001861403	0.00061839871	0.00049705245	0.00038262468	0.99912965	0.96978331	1.0	1.0	0.0042581316	0.98346543
"HPRR1951653"	1.0	0.00026162105	1.0	1.0	1.0	1.0	8.2433478e-05	0.0034007658	0.00084689265	1.0	1.0	1.0
"HPRR3761047"	0.058177929	0.010905292	0.091590099	0.011513923	1.0	1.0	1.0	0.96733016	1.0	1.0	1.0	1.0
"HPRR500030"	0.16324842	0.35946518	0.00022350928	1.0	1.0	1.0	0.22015207	1.102831e-05	0.081519872	1.0	1.0	1.0
"HPRR4340011"	1.0	0.96645117	1.0	0.97357357	0.91320831	0.93874139	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340010"	1.0	1.0	1.0	0.97713053	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340013"	1.0	0.9133423	0.95753133	0.97713053	0.94727278	0.96653193	1.0	0.96704859	0.99162692	1.0	1.0	1.0
"HPRR4340012"	0.94152868	1.0	0.99661785	1.0	0.94727278	0.5785147	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340015"	1.0	1.0	0.9966653	0.93121493	1.0	1.0	0.7952559	1.0	1.0	1.0	0.86777318	1.0
"HPRR4340014"	1.0	0.96870989	0.9966653	0.97713053	0.94727278	0.96924508	1.0	0.97160161	0.99179858	1.0	1.0	1.0
"HPRR4340017"	0.99852091	0.96870989	0.9966653	1.0	0.94727278	0.96924508	1.0	0.9302811	0.81468058	0.81790596	0.92637283	1.0
"HPRR4340016"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340019"	1.0	0.95396751	0.99255294	1.0	1.0	0.95123184	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340018"	0.97578603	0.84241796	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4030441"	0.00080178498	1.0	1.0	0.00077742804	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3120119"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320673"	1.0	1.0	0.996526	1.0	0.94727278	1.0	1.0	0.96898484	1.0	1.0	1.0	1.0
"HPRR4320672"	0.66856343	0.93947411	0.9966653	0.90139228	0.94727278	0.96924508	0.94497555	0.93464774	0.92458671	0.47082335	0.16768783	0.38763243
"HPRR4320671"	1.0	1.0	0.97316909	0.0003849791	0.00016268788	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320670"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320677"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320676"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.680493	0.44452611	0.95610917	0.84275693	0.82086086
"HPRR4320675"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320674"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3760407"	0.65242255	0.35463396	0.9966653	0.97713053	0.94734806	0.0057024527	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320679"	0.9783771	1.0	1.0	1.0	1.0	1.0	1.0	0.9783234	0.99019527	0.91150934	1.0	0.45965323
"HPRR4320678"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320244"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320128"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320417"	0.0028258197	0.0066012172	0.0016628437	0.006467158	0.0047091651	0.0030659591	1.0	0.0085505191	0.0031656863	1.0	2.1924147e-06	1.0
"HPRR4320416"	1.0	0.96870989	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320415"	1.0	1.0	1.0	1.0	0.94727278	1.0	0.9381054	0.97171462	0.99179858	1.0	1.0	1.0
"HPRR4320414"	1.0	0.96782583	1.0	1.0	1.0	0.96924508	1.0	0.93303573	1.0	1.0	0.89347595	0.97222191
"HPRR4320413"	0.77521265	0.78064471	0.84689069	0.97265345	0.93121183	1.0	0.81598371	1.0	1.0	0.88243461	1.0	1.0
"HPRR4320412"	1.0	0.95819694	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320411"	0.93590105	0.96420544	0.92325592	0.97713053	0.94727278	0.9606812	0.79651362	1.0	1.0	1.0	1.0	1.0
"HPRR4320410"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.93495303	1.0	1.0
"HPRR4320419"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320418"	0.89777029	0.96870989	0.9966653	0.91545892	1.0	0.96900171	1.0	0.97338736	0.99179858	1.0	1.0	1.0
"HPRR1060049"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320071"	0.83661598	1.0	1.0	1.0	1.0	1.0	1.0	0.96105409	0.88556015	1.0	1.0	1.0
"HPRR4320070"	1.0	1.0	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320073"	1.0	0.96736646	0.9966653	0.97713053	1.0	0.96924508	0.98163271	1.0	1.0	0.96785384	1.0	1.0
"HPRR4320072"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	1.0	0.018292461	0.029959833	0.048843563
"HPRR4320075"	0.98117459	0.96870989	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320074"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320077"	1.0	1.0	0.99548441	1.0	1.0	0.96924508	0.99219251	1.0	1.0	1.0	1.0	1.0
"HPRR4320076"	1.0	0.96870989	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320079"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320078"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.92856407
"HPRR4320259"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320258"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320529"	1.0	0.96870989	0.9966653	1.0	1.0	0.95379084	1.0	1.0	0.99153864	1.0	1.0	1.0
"HPRR4320528"	1.0	1.0	1.0	0.97713053	0.755059	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320251"	1.0	0.95446831	1.0	0.83280313	0.94727278	0.96575654	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320522"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320253"	0.96177936	1.0	0.99292636	1.0	1.0	1.0	1.0	0.95954961	0.99179858	0.501077	0.75848347	0.10061087
"HPRR4320252"	1.0	1.0	0.98806787	1.0	0.94727278	1.0	1.0	0.99401212	1.0	1.0	1.0	1.0
"HPRR4320255"	0.97282916	0.96870989	0.51814324	0.86456978	0.88164866	0.93057191	0.32374111	0.95877087	0.44001472	1.0	1.0	1.0
"HPRR4320254"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320525"	0.21637847	0.25075638	0.30815169	0.15294428	0.24648087	0.18403706	0.20890057	0.30493847	0.32548243	1.0	1.0	1.0
"HPRR4320524"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320099"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.96792978
"HPRR4320098"	0.99837679	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320093"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	0.98139292	1.0	1.0	1.0	1.0
